masse_A
t;x;y;frame
5,248711111E0;6,919979176E0;-6,958114092E1;3,150000000E2
5,265366667E0;6,532852856E0;-6,991076010E1;3,160000000E2
5,282022222E0;6,478834331E0;-6,999587044E1;3,170000000E2
5,298688889E0;6,292281020E0;-7,006104701E1;3,180000000E2
5,315366667E0;6,206090428E0;-7,008551587E1;3,190000000E2
5,332011111E0;6,179132660E0;-7,012580304E1;3,200000000E2
5,348677778E0;5,970257401E0;-7,007011322E1;3,210000000E2
5,365344444E0;5,635827067E0;-7,014448327E1;3,220000000E2
5,382000000E0;6,399879597E0;-7,080760955E1;3,230000000E2
5,398666667E0;6,214099982E0;-7,095470214E1;3,240000000E2
5,415333333E0;6,318261900E0;-7,099284943E1;3,250000000E2
5,431988889E0;6,093011937E0;-7,110192882E1;3,260000000E2
5,448644444E0;5,819220654E0;-7,102322305E1;3,270000000E2
5,465311111E0;5,556262611E0;-7,108281232E1;3,280000000E2
5,481988889E0;5,383990789E0;-7,112990643E1;3,290000000E2
5,498644444E0;7,392797215E0;-7,097627608E1;3,300000000E2
5,515311111E0;7,265180240E0;-7,188383439E1;3,310000000E2
5,531977778E0;6,269375766E0;-7,317750247E1;3,320000000E2
5,548633333E0;5,644736296E0;-7,406974274E1;3,330000000E2
5,565288889E0;5,388869398E0;-7,426705314E1;3,340000000E2
5,581955556E0;6,412597326E0;-7,391396230E1;3,350000000E2
5,598655556E0;6,723865924E0;-7,292990222E1;3,360000000E2
5,615277778E0;6,512941571E0;-7,212179242E1;3,370000000E2
5,631977778E0;6,909508958E0;-7,194327163E1;3,380000000E2
5,648600000E0;7,480063997E0;-7,286203467E1;3,390000000E2
5,665255556E0;6,697968772E0;-7,302859677E1;3,400000000E2
5,681933333E0;6,747535711E0;-7,394294699E1;3,410000000E2
5,698588889E0;6,180502956E0;-7,417145704E1;3,420000000E2
5,715266667E0;6,043870625E0;-7,414834036E1;3,430000000E2
5,731922222E0;6,033596583E0;-7,403167914E1;3,440000000E2
5,748588889E0;6,126881983E0;-7,397929263E1;3,450000000E2
5,765233333E0;6,120116404E0;-7,399764193E1;3,460000000E2
5,781900000E0;5,809794692E0;-7,397492408E1;3,470000000E2
5,798566667E0;5,529264862E0;-7,418631150E1;3,480000000E2
5,815244444E0;6,430962758E0;-7,486593527E1;3,490000000E2
5,831888889E0;6,429127675E0;-7,493173201E1;3,500000000E2
5,848555556E0;6,472940233E0;-7,494620793E1;3,510000000E2
5,865211111E0;6,465144107E0;-7,494916713E1;3,520000000E2
5,881888889E0;6,433323304E0;-7,497099940E1;3,530000000E2
5,898544444E0;5,950305967E0;-7,496516732E1;3,540000000E2
5,915222222E0;5,559219946E0;-7,507883128E1;3,550000000E2
5,931977778E0;5,749976783E0;-7,568449190E1;3,560000000E2
5,948533333E0;5,469882211E0;-7,596894207E1;3,570000000E2
5,965188889E0;5,391741605E0;-7,599898557E1;3,580000000E2
5,981866667E0;5,481419615E0;-7,598436799E1;3,590000000E2
5,998511111E0;5,740070759E0;-7,589399077E1;3,600000000E2
6,015188889E0;5,723878766E0;-7,592621889E1;3,610000000E2
6,031844444E0;5,591253792E0;-7,598308362E1;3,620000000E2
6,048500000E0;5,387796538E0;-7,606336355E1;3,630000000E2
6,065166667E0;4,771444553E0;-7,610743711E1;3,640000000E2
6,081844444E0;5,275117984E0;-7,687460653E1;3,650000000E2
6,098500000E0;4,661250140E0;-7,692599363E1;3,660000000E2
6,115155556E0;4,470734133E0;-7,702045176E1;3,670000000E2
6,131833333E0;4,485454398E0;-7,700580692E1;3,680000000E2
6,148488889E0;4,498570515E0;-7,697564295E1;3,690000000E2
6,165144444E0;4,642827748E0;-7,693725736E1;3,700000000E2
6,181811111E0;4,738228388E0;-7,693133547E1;3,710000000E2
6,198477778E0;4,696536108E0;-7,697391859E1;3,720000000E2
6,215133333E0;4,413791519E0;-7,710664752E1;3,730000000E2
6,231788889E0;5,329952789E0;-7,782739712E1;3,740000000E2
6,248466667E0;4,901853254E0;-7,786868336E1;3,750000000E2
6,265122222E0;4,525380341E0;-7,795860319E1;3,760000000E2
6,281777778E0;4,419561954E0;-7,797104990E1;3,770000000E2
6,298444444E0;4,357641276E0;-7,798620345E1;3,780000000E2
6,315111111E0;4,362517932E0;-7,798981742E1;3,790000000E2
6,331766667E0;4,335511575E0;-7,804399066E1;3,800000000E2
6,348433333E0;4,430184094E0;-7,802906533E1;3,810000000E2
6,365088889E0;4,432463214E0;-7,812017587E1;3,820000000E2
6,381755556E0;4,253886035E0;-7,816563470E1;3,830000000E2
6,398422222E0;4,190958104E0;-7,818450017E1;3,840000000E2
6,415100000E0;3,944327036E0;-7,804559342E1;3,850000000E2
6,431744444E0;3,648273965E0;-7,803819746E1;3,860000000E2
6,448422222E0;3,449044274E0;-7,807658105E1;3,870000000E2
6,465066667E0;3,374252282E0;-7,810997870E1;3,880000000E2
6,481733333E0;3,406678890E0;-7,819677031E1;3,890000000E2
6,498388889E0;3,306357364E0;-7,820558280E1;3,900000000E2
6,515066667E0;3,163313334E0;-7,829140284E1;3,910000000E2
6,531722222E0;3,329127975E0;-7,818100951E1;3,920000000E2
6,548388889E0;3,507434030E0;-7,806491746E1;3,930000000E2
6,565055556E0;3,451204833E0;-7,806662784E1;3,940000000E2
6,581711111E0;3,440272162E0;-7,806152329E1;3,950000000E2
6,598366667E0;3,407521764E0;-7,807230360E1;3,960000000E2
6,615055556E0;3,210139113E0;-7,819478824E1;3,970000000E2
6,631700000E0;3,118582316E0;-7,817620638E1;3,980000000E2
6,648355556E0;3,080562877E0;-7,825744237E1;3,990000000E2
6,665055556E0;2,893532474E0;-7,807789958E1;4,000000000E2
6,681688889E0;2,679382662E0;-7,810636276E1;4,010000000E2
6,698344444E0;2,548352402E0;-7,810598900E1;4,020000000E2
6,715022222E0;2,452005762E0;-7,808168322E1;4,030000000E2
6,731666667E0;2,514484359E0;-7,810282914E1;4,040000000E2
6,748377778E0;2,551435335E0;-7,806602638E1;4,050000000E2
6,765000000E0;2,596699062E0;-7,804712725E1;4,060000000E2
6,781666667E0;2,599904905E0;-7,803718384E1;4,070000000E2
6,798322222E0;2,475105498E0;-7,803955583E1;4,080000000E2
6,815011111E0;2,430980976E0;-7,807861343E1;4,090000000E2
6,831655556E0;2,341659298E0;-7,807449748E1;4,100000000E2
6,848322222E0;2,414566307E0;-7,815792455E1;4,110000000E2
6,864966667E0;2,079586961E0;-7,826128584E1;4,120000000E2
6,881633333E0;2,062855977E0;-7,821271973E1;4,130000000E2
6,898300000E0;1,996687806E0;-7,800193783E1;4,140000000E2
6,914977778E0;1,975027221E0;-7,800541302E1;4,150000000E2
6,931633333E0;1,656228399E0;-7,802867660E1;4,160000000E2
6,948277778E0;1,628626002E0;-7,802863713E1;4,170000000E2
6,964955556E0;1,592190800E0;-7,801920361E1;4,180000000E2
6,981622222E0;1,523091995E0;-7,807899148E1;4,190000000E2
6,998288889E0;1,451556938E0;-7,810473558E1;4,200000000E2
7,014944444E0;1,499132606E0;-7,803109788E1;4,210000000E2
7,031611111E0;1,311250475E0;-7,808180578E1;4,220000000E2
7,048255556E0;1,363224850E0;-7,809852345E1;4,230000000E2
7,064922222E0;1,281402288E0;-7,809273416E1;4,240000000E2
7,081588889E0;1,081966865E0;-7,816830089E1;4,250000000E2
7,098244444E0;1,197488847E0;-7,809972433E1;4,260000000E2
7,114911111E0;1,224402660E0;-7,811182204E1;4,270000000E2
7,131566667E0;1,402546251E0;-7,811519062E1;4,280000000E2
7,148233333E0;1,383824568E0;-7,807041501E1;4,290000000E2
7,164900000E0;1,377712285E0;-7,806524150E1;4,300000000E2
7,181577778E0;1,402554008E0;-7,805456366E1;4,310000000E2
7,198233333E0;1,481863616E0;-7,803124868E1;4,320000000E2
7,214911111E0;1,285924610E0;-7,809871801E1;4,330000000E2
7,231544444E0;1,259453678E0;-7,815642984E1;4,340000000E2
7,248211111E0;1,121735457E0;-7,829221379E1;4,350000000E2
7,264877778E0;8,919828597E-1;-7,802533775E1;4,360000000E2
7,281544444E0;8,339850963E-1;-7,799868245E1;4,370000000E2
7,298211111E0;-1,000000000E0;-8,050000000E1;4,380000000E2
7,314911111E0;-2,500000000E0;-8,300000000E1;4,390000000E2
7,331544444E0;-3,000000000E0;-8,300000000E1;4,400000000E2
7,348188889E0;-3,168980616E0;-8,303618807E1;4,410000000E2
7,364855556E0;-3,304908875E0;-8,309576246E1;4,420000000E2
7,381522222E0;-3,795322156E0;-8,304378416E1;4,430000000E2
7,398166667E0;-4,076963571E0;-8,312365766E1;4,440000000E2
7,414844444E0;-4,180904762E0;-8,312941207E1;4,450000000E2
7,431500000E0;-4,011594186E0;-8,306649650E1;4,460000000E2
7,448188889E0;-3,888363889E0;-8,304158243E1;4,470000000E2
7,464844444E0;-3,685225280E0;-8,300483038E1;4,480000000E2
7,481488889E0;-3,928632630E0;-8,300387210E1;4,490000000E2
7,498144444E0;-3,846391543E0;-8,300883041E1;4,500000000E2
7,514822222E0;-3,953335272E0;-8,304721789E1;4,510000000E2
7,531511111E0;-3,815081564E0;-8,305649335E1;4,520000000E2
7,548133333E0;-3,866650238E0;-8,303284923E1;4,530000000E2
7,564822222E0;-3,240721704E0;-8,306707999E1;4,540000000E2
7,581466667E0;-2,958297528E0;-8,299656716E1;4,550000000E2
7,598122222E0;-2,687130542E0;-8,295258088E1;4,560000000E2
7,614811111E0;-2,596236640E0;-8,295643748E1;4,570000000E2
7,631488889E0;-2,804482997E0;-8,297689256E1;4,580000000E2
7,648111111E0;-3,025314781E0;-8,304351607E1;4,590000000E2
7,664788889E0;-3,283761168E0;-8,309072087E1;4,600000000E2
7,681444444E0;-3,620894451E0;-8,304336900E1;4,610000000E2
7,698122222E0;-3,834655729E0;-8,304195527E1;4,620000000E2
7,714777778E0;-4,106049643E0;-8,306218258E1;4,630000000E2
7,731422222E0;-4,061279730E0;-8,304307308E1;4,640000000E2
7,748088889E0;-4,105748108E0;-8,307462878E1;4,650000000E2
7,764755556E0;-4,084268275E0;-8,307595676E1;4,660000000E2
7,781411111E0;-4,136918236E0;-8,306136786E1;4,670000000E2
7,798077778E0;-4,180841699E0;-8,306859055E1;4,680000000E2
7,814744444E0;-4,320221526E0;-8,311609523E1;4,690000000E2
7,831400000E0;-4,058487187E0;-8,305490497E1;4,700000000E2
7,848066667E0;-4,022353959E0;-8,303263931E1;4,710000000E2
7,864733333E0;-4,012514958E0;-8,302503235E1;4,720000000E2
7,881400000E0;-4,133720789E0;-8,304692603E1;4,730000000E2
7,898066667E0;-4,418499520E0;-8,316956334E1;4,740000000E2
7,914711111E0;-4,715114700E0;-8,304827022E1;4,750000000E2
7,931377778E0;-5,003178273E0;-8,314408498E1;4,760000000E2
7,948044444E0;-5,142503260E0;-8,313917986E1;4,770000000E2
7,964700000E0;-5,241958150E0;-8,311324305E1;4,780000000E2
7,981366667E0;-5,171362247E0;-8,307468539E1;4,790000000E2
7,998022222E0;-5,102392063E0;-8,305913708E1;4,800000000E2
8,014688889E0;-5,113783362E0;-8,308906716E1;4,810000000E2
8,031355556E0;-5,329308785E0;-8,312977303E1;4,820000000E2
8,048011111E0;-5,451009716E0;-8,312286017E1;4,830000000E2
8,064677778E0;-5,200758244E0;-8,309277960E1;4,840000000E2
8,081344444E0;-5,234406925E0;-8,307374393E1;4,850000000E2
8,098000000E0;-5,485919904E0;-8,309103579E1;4,860000000E2
8,114677778E0;-5,362549496E0;-8,311430092E1;4,870000000E2
8,131333333E0;-5,423548776E0;-8,314602059E1;4,880000000E2
8,148000000E0;-5,639476010E0;-8,303518180E1;4,890000000E2
8,164655556E0;-5,792239323E0;-8,304815091E1;4,900000000E2
8,181322222E0;-6,058217016E0;-8,306840076E1;4,910000000E2
8,198000000E0;-6,101164139E0;-8,310138939E1;4,920000000E2
8,214644444E0;-6,055828240E0;-8,306539863E1;4,930000000E2
8,231300000E0;-6,062692699E0;-8,305646144E1;4,940000000E2
8,247977778E0;-6,116227395E0;-8,308019681E1;4,950000000E2
8,264633333E0;-6,261061563E0;-8,308806885E1;4,960000000E2
8,281288889E0;-6,156468194E0;-8,310225346E1;4,970000000E2
8,297955556E0;-6,166063748E0;-8,307353067E1;4,980000000E2
8,314633333E0;-6,118822251E0;-8,303954770E1;4,990000000E2
8,331266667E0;-6,245264022E0;-8,305274959E1;5,000000000E2
8,347944444E0;-6,169303959E0;-8,305007851E1;5,010000000E2
8,364600000E0;-6,379963297E0;-8,310696575E1;5,020000000E2
8,381300000E0;-6,687205877E0;-8,302717126E1;5,030000000E2
8,397933333E0;-7,093719612E0;-8,315205871E1;5,040000000E2
8,414600000E0;-7,140642905E0;-8,314168477E1;5,050000000E2
8,431255556E0;-7,154114136E0;-8,311678519E1;5,060000000E2
8,447911111E0;-7,143022638E0;-8,308807228E1;5,070000000E2
8,464588889E0;-7,177968721E0;-8,307748330E1;5,080000000E2
8,481255556E0;-6,986769537E0;-8,303230015E1;5,090000000E2
8,497900000E0;-7,014411068E0;-8,302663109E1;5,100000000E2
8,514600000E0;-7,061425593E0;-8,306055158E1;5,110000000E2
8,531233333E0;-7,177605363E0;-8,308642742E1;5,120000000E2
8,547888889E0;-7,431314050E0;-8,315605964E1;5,130000000E2
8,564555556E0;-7,468566297E0;-8,316746824E1;5,140000000E2
8,581233333E0;-7,432389883E0;-8,325313431E1;5,150000000E2
8,597888889E0;-7,591787773E0;-8,302580660E1;5,160000000E2
8,614566667E0;-7,905797487E0;-8,303125792E1;5,170000000E2
8,631222222E0;-7,907300385E0;-8,303836212E1;5,180000000E2
8,647866667E0;-7,937507750E0;-8,303176043E1;5,190000000E2
8,664544444E0;-7,985123335E0;-8,303019043E1;5,200000000E2
8,681233333E0;-7,944020522E0;-8,305331994E1;5,210000000E2
8,697866667E0;-8,021859286E0;-8,307384442E1;5,220000000E2
8,714522222E0;-5,250000000E0;-8,450000000E1;5,230000000E2
8,731233333E0;-5,250000000E0;-8,625000000E1;5,240000000E2
8,747844444E0;-5,000000000E0;-8,625000000E1;5,250000000E2
8,764500000E0;-4,500000000E0;-8,625000000E1;5,260000000E2
8,781200000E0;-4,509793423E0;-8,626557070E1;5,270000000E2
8,797833333E0;-4,602625464E0;-8,629691085E1;5,280000000E2
8,814511111E0;-4,609396849E0;-8,632856609E1;5,290000000E2
8,831188889E0;-4,611199065E0;-8,633005640E1;5,300000000E2
8,847822222E0;-4,681915598E0;-8,634732061E1;5,310000000E2
8,864477778E0;-4,598803130E0;-8,632619796E1;5,320000000E2
8,881188889E0;-4,634784093E0;-8,633243563E1;5,330000000E2
8,897811111E0;-4,594725733E0;-8,631068460E1;5,340000000E2
8,914477778E0;-4,608554187E0;-8,633537252E1;5,350000000E2
8,931122222E0;-4,574593277E0;-8,632401458E1;5,360000000E2
8,947788889E0;-4,665375956E0;-8,635770078E1;5,370000000E2
8,964455556E0;-4,742130328E0;-8,645128077E1;5,380000000E2
8,981133333E0;-4,840103239E0;-8,643870312E1;5,390000000E2
8,997777778E0;-4,953882744E0;-8,649484403E1;5,400000000E2
9,014455556E0;-4,789074689E0;-8,641095108E1;5,410000000E2
9,031100000E0;-4,996541570E0;-8,648199621E1;5,420000000E2
9,047766667E0;-4,840140365E0;-8,639690891E1;5,430000000E2
9,064433333E0;-4,688832462E0;-8,634477276E1;5,440000000E2
9,081111111E0;-4,628283655E0;-8,633055972E1;5,450000000E2
9,097755556E0;-4,707732380E0;-8,640765382E1;5,460000000E2
9,114422222E0;-4,606611062E0;-8,633878232E1;5,470000000E2
9,131077778E0;-4,605990119E0;-8,632475492E1;5,480000000E2
9,147744444E0;-4,665460862E0;-8,642796253E1;5,490000000E2
9,164411111E0;-4,715755721E0;-8,636220011E1;5,500000000E2
9,181077778E0;-4,638979739E0;-8,632946517E1;5,510000000E2
9,197744444E0;-4,697955662E0;-8,634397676E1;5,520000000E2
9,214400000E0;-4,684962970E0;-8,636259819E1;5,530000000E2
9,231055556E0;-4,674798939E0;-8,638391016E1;5,540000000E2
9,247733333E0;-4,657378559E0;-8,639000949E1;5,550000000E2
9,264388889E0;-4,591295866E0;-8,633871045E1;5,560000000E2
9,281055556E0;-4,581054877E0;-8,631019672E1;5,570000000E2
9,297700000E0;-4,576644563E0;-8,632545870E1;5,580000000E2
9,314377778E0;-4,754767185E0;-8,637027782E1;5,590000000E2
9,331033333E0;-4,601377267E0;-8,634144117E1;5,600000000E2
9,347700000E0;-4,614697374E0;-8,632529706E1;5,610000000E2
9,364355556E0;-4,648267280E0;-8,641313351E1;5,620000000E2
9,381033333E0;-4,626414040E0;-8,638054667E1;5,630000000E2
9,397688889E0;-4,732193671E0;-8,641104365E1;5,640000000E2
9,414355556E0;-4,601144556E0;-8,637906887E1;5,650000000E2
9,431011111E0;-4,694020496E0;-8,640591177E1;5,660000000E2
9,447677778E0;-4,631872638E0;-8,637347901E1;5,670000000E2
9,464333333E0;-4,596608098E0;-8,634070509E1;5,680000000E2
9,481011111E0;-4,612464044E0;-8,635703528E1;5,690000000E2
9,497655556E0;-4,628579427E0;-8,635685542E1;5,700000000E2
9,514322222E0;-4,640807375E0;-8,646950503E1;5,710000000E2
9,530988889E0;-4,593770176E0;-8,640353333E1;5,720000000E2
9,547644444E0;-4,605362654E0;-8,637902372E1;5,730000000E2
9,564311111E0;-4,569271489E0;-8,633489827E1;5,740000000E2
9,580977778E0;-4,648947405E0;-8,635758289E1;5,750000000E2
9,597644444E0;-4,758888774E0;-8,648739121E1;5,760000000E2
9,614300000E0;-4,648783512E0;-8,641517053E1;5,770000000E2
9,630966667E0;-4,606188954E0;-8,637162095E1;5,780000000E2
9,647622222E0;-4,693541048E0;-8,656473672E1;5,790000000E2
9,664288889E0;-4,678157411E0;-8,643636491E1;5,800000000E2
9,680944444E0;-4,682658692E0;-8,641091088E1;5,810000000E2
9,697611111E0;-4,623715475E0;-8,634421348E1;5,820000000E2
9,714277778E0;-4,580386865E0;-8,634155710E1;5,830000000E2
9,730933333E0;-4,566440753E0;-8,631913308E1;5,840000000E2
9,747600000E0;-4,664174285E0;-8,637468069E1;5,850000000E2
9,764266667E0;-4,667392012E0;-8,636640596E1;5,860000000E2
9,780922222E0;-4,640709683E0;-8,646269094E1;5,870000000E2
9,797588889E0;-4,598916731E0;-8,639081953E1;5,880000000E2
9,814255556E0;-4,549840482E0;-8,633879392E1;5,890000000E2
9,830911111E0;-4,549232525E0;-8,634712617E1;5,900000000E2
9,847577778E0;-4,534735555E0;-8,632279262E1;5,910000000E2
9,864233333E0;-4,540657654E0;-8,632719420E1;5,920000000E2
9,880911111E0;-4,663886161E0;-8,641520206E1;5,930000000E2
9,897577778E0;-4,607749633E0;-8,635251443E1;5,940000000E2
9,914233333E0;-4,601942559E0;-8,633915545E1;5,950000000E2
9,930888889E0;-4,634139618E0;-8,637664724E1;5,960000000E2
9,947555556E0;-4,589365299E0;-8,635866896E1;5,970000000E2
9,964222222E0;-4,558781859E0;-8,632391026E1;5,980000000E2
9,980888889E0;-4,543355244E0;-8,630197444E1;5,990000000E2
9,997533333E0;-4,638271404E0;-8,636989651E1;6,000000000E2
1,001421111E1;-4,646382372E0;-8,637078295E1;6,010000000E2
1,003085556E1;-4,644630582E0;-8,644972640E1;6,020000000E2
1,004752222E1;-4,683132384E0;-8,641001777E1;6,030000000E2
1,006418889E1;-4,500000000E0;-8,750000000E1;6,040000000E2
1,008085556E1;-5,750000000E0;-8,750000000E1;6,050000000E2
1,009751111E1;-6,000000000E0;-8,750000000E1;6,060000000E2
1,011417778E1;-6,250000000E0;-8,800000000E1;6,070000000E2
1,013083333E1;-6,500000000E0;-8,825000000E1;6,080000000E2
1,014750000E1;-7,250000000E0;-8,925000000E1;6,090000000E2
1,016416667E1;-7,250000000E0;-8,925000000E1;6,100000000E2
1,018082222E1;-7,242715665E0;-8,925673320E1;6,110000000E2
1,019748889E1;-7,279620823E0;-8,928149921E1;6,120000000E2
1,021415556E1;-7,281255536E0;-8,929497844E1;6,130000000E2
1,023082222E1;-7,267688059E0;-8,928190482E1;6,140000000E2
1,024747778E1;-7,288322395E0;-8,928160332E1;6,150000000E2
1,026414444E1;-7,286060302E0;-8,929451964E1;6,160000000E2
1,028081111E1;-7,297913902E0;-8,930027946E1;6,170000000E2
1,029747778E1;-7,283367251E0;-8,928800202E1;6,180000000E2
1,031412222E1;-7,274963610E0;-8,927860209E1;6,190000000E2
1,033078889E1;-7,257764748E0;-8,929715491E1;6,200000000E2
1,034745556E1;-7,246168816E0;-8,926904840E1;6,210000000E2
1,036412222E1;-7,252576687E0;-8,927441638E1;6,220000000E2
1,038078889E1;-7,262475262E0;-8,928302449E1;6,230000000E2
1,039744444E1;-7,256733529E0;-8,927693871E1;6,240000000E2
1,041411111E1;-7,262115112E0;-8,928435715E1;6,250000000E2
1,043076667E1;-7,321419494E0;-8,931400644E1;6,260000000E2
1,044743333E1;-7,272660754E0;-8,927649909E1;6,270000000E2
1,046410000E1;-7,187804894E0;-8,924807338E1;6,280000000E2
1,048075556E1;-7,201624453E0;-8,924551964E1;6,290000000E2
1,049741111E1;-7,221708541E0;-8,925243075E1;6,300000000E2
1,051407778E1;-7,205945183E0;-8,924164414E1;6,310000000E2
1,053073333E1;-7,226352059E0;-8,925492619E1;6,320000000E2
1,054742222E1;-7,274782592E0;-8,927806066E1;6,330000000E2
1,056406667E1;-7,232942081E0;-8,930952761E1;6,340000000E2
1,058074444E1;-7,258419674E0;-8,929070459E1;6,350000000E2
1,059741111E1;-7,260508554E0;-8,928783344E1;6,360000000E2
1,061407778E1;-7,357581930E0;-8,933445359E1;6,370000000E2
1,063071111E1;-7,314635768E0;-8,932590844E1;6,380000000E2
1,064742222E1;-7,306475306E0;-8,929723521E1;6,390000000E2
1,066404444E1;-7,298773917E0;-8,928509163E1;6,400000000E2
1,068071111E1;-7,274170056E0;-8,928550556E1;6,410000000E2
1,069736667E1;-7,262839016E0;-8,927885655E1;6,420000000E2
1,071403333E1;-7,268838570E0;-8,927058479E1;6,430000000E2
1,073068889E1;-7,272714819E0;-8,928493144E1;6,440000000E2
1,074735556E1;-7,278962138E0;-8,929356135E1;6,450000000E2
1,076405556E1;-7,275971807E0;-8,929407094E1;6,460000000E2
1,078068889E1;-7,262759390E0;-8,927877862E1;6,470000000E2
1,079735556E1;-7,320776326E0;-8,931652762E1;6,480000000E2
1,081400000E1;-7,300238320E0;-8,931126257E1;6,490000000E2
1,083065556E1;-7,274773648E0;-8,929385181E1;6,500000000E2
1,084733333E1;-7,273595583E0;-8,928579941E1;6,510000000E2
1,086400000E1;-7,270610291E0;-8,931687925E1;6,520000000E2
1,088065556E1;-7,272960923E0;-8,930535368E1;6,530000000E2
1,089732222E1;-7,265867679E0;-8,928830154E1;6,540000000E2
1,091398889E1;-7,266311004E0;-8,928318484E1;6,550000000E2
1,093063333E1;-7,265488347E0;-8,928466197E1;6,560000000E2
1,094731111E1;-7,290146038E0;-8,931514944E1;6,570000000E2
1,096396667E1;-7,283071309E0;-8,930121456E1;6,580000000E2
1,098064444E1;-7,259389164E0;-8,928796063E1;6,590000000E2
1,099728889E1;-7,291007573E0;-8,929204435E1;6,600000000E2
1,101396667E1;-7,274742345E0;-8,928305331E1;6,610000000E2
1,103061111E1;-7,285071569E0;-8,929007369E1;6,620000000E2
1,104727778E1;-7,277217081E0;-8,929650036E1;6,630000000E2
1,106394444E1;-7,267135636E0;-8,927758526E1;6,640000000E2
1,108061111E1;-7,223374591E0;-8,929677614E1;6,650000000E2
1,109728889E1;-7,247305031E0;-8,927914552E1;6,660000000E2
1,111393333E1;-7,268144191E0;-8,929639444E1;6,670000000E2
1,113058889E1;-7,262594574E0;-8,928112121E1;6,680000000E2
1,114725556E1;-7,191375545E0;-8,923566315E1;6,690000000E2
1,116392222E1;-7,223676147E0;-8,925070151E1;6,700000000E2
1,118057778E1;-7,208383437E0;-8,924373249E1;6,710000000E2
1,119725556E1;-7,186597589E0;-8,923746861E1;6,720000000E2
1,121391111E1;-7,188159465E0;-8,922246676E1;6,730000000E2
1,123057778E1;-7,207462500E0;-8,923540965E1;6,740000000E2
