masse_A
t;x;y
2,749344444E0;5,034749701E-3;-6,867433641E-3
2,766000000E0;5,044309228E-3;-6,939767734E-3
2,782644444E0;5,049766706E-3;-6,950762429E-3
2,799311111E0;5,054407304E-3;-6,932501010E-3
2,815977778E0;5,135053802E-3;-6,889599355E-3
2,832644444E0;5,163079946E-3;-6,901903433E-3
2,849311111E0;5,160496699E-3;-6,956079222E-3
2,865988889E0;5,231937165E-3;-6,897732648E-3
2,882622222E0;5,244999222E-3;-6,914839533E-3
2,899300000E0;5,327554658E-3;-6,887283022E-3
2,915955556E0;5,433836555E-3;-6,862948678E-3
2,932600000E0;6,679178083E-3;-6,122579910E-3
2,949266667E0;6,880468951E-3;-5,686133981E-3
2,965944444E0;6,743780575E-3;-5,583275692E-3
2,982622222E0;6,818158312E-3;-5,636498860E-3
2,999266667E0;6,924048480E-3;-5,738101842E-3
3,016022222E0;6,953829751E-3;-5,706627087E-3
3,032588889E0;6,911391829E-3;-5,692838239E-3
3,049244444E0;6,957469507E-3;-5,594075084E-3
3,065911111E0;7,039242649E-3;-5,583051547E-3
3,082577778E0;7,081614953E-3;-5,618466300E-3
3,099244444E0;7,108091173E-3;-5,612343042E-3
3,115900000E0;7,165693925E-3;-5,512890918E-3
3,132566667E0;7,187366262E-3;-5,508143948E-3
3,149233333E0;7,224637223E-3;-5,512801721E-3
3,165888889E0;7,313482127E-3;-5,421918617E-3
3,182555556E0;7,625667218E-3;-5,114946277E-3
3,199511111E0;7,811234772E-3;-4,607652080E-3
3,215877778E0;7,762897477E-3;-4,481135628E-3
3,232544444E0;7,802998422E-3;-4,510685155E-3
3,249211111E0;7,892108670E-3;-4,617764292E-3
3,265877778E0;7,893485322E-3;-4,694597058E-3
3,282533333E0;7,825033694E-3;-4,679325680E-3
3,299188889E0;7,893253551E-3;-4,552920388E-3
3,315866667E0;8,038450842E-3;-4,390105127E-3
3,332522222E0;8,115761346E-3;-4,268521340E-3
3,349188889E0;8,105602540E-3;-4,275571071E-3
3,365855556E0;8,110975342E-3;-4,281167505E-3
3,382522222E0;8,115132131E-3;-4,294488310E-3
3,399155556E0;8,118636598E-3;-4,292263053E-3
3,415844444E0;8,206824696E-3;-4,186195167E-3
3,432477778E0;8,412457654E-3;-3,952607595E-3
3,449155556E0;8,542115981E-3;-3,610339295E-3
3,465811111E0;8,525369855E-3;-3,470534824E-3
3,482477778E0;8,523233146E-3;-3,471542743E-3
3,499144444E0;8,598327337E-3;-3,478471902E-3
3,515800000E0;8,620269619E-3;-3,487573514E-3
3,532466667E0;8,617549833E-3;-3,468962243E-3
3,549122222E0;8,636394227E-3;-3,394318003E-3
3,565788889E0;8,828217307E-3;-3,051718530E-3
3,582455556E0;8,918102887E-3;-2,847185536E-3
3,599111111E0;8,904381669E-3;-2,750107948E-3
3,615777778E0;8,921912942E-3;-2,753955045E-3
3,632455556E0;8,961371221E-3;-2,777344967E-3
3,649100000E0;9,004140362E-3;-2,763156237E-3
3,665777778E0;9,013951218E-3;-2,680580125E-3
3,682433333E0;9,015417814E-3;-2,644818401E-3
3,699133333E0;9,044740510E-3;-2,634146190E-3
3,715755556E0;9,134653525E-3;-2,506073553E-3
3,732422222E0;9,133442243E-3;-2,346685967E-3
3,749088889E0;9,122455011E-3;-2,347688055E-3
3,765744444E0;9,156029004E-3;-2,343425731E-3
3,782411111E0;9,211498295E-3;-2,365591795E-3
3,799066667E0;9,226084547E-3;-2,343839052E-3
3,815722222E0;9,221368219E-3;-2,312681653E-3
3,832388889E0;9,227860718E-3;-2,255517268E-3
3,849055556E0;9,230605410E-3;-2,251612555E-3
3,865711111E0;9,253972130E-3;-2,257009635E-3
3,882388889E0;9,255626121E-3;-2,233907395E-3
3,899044444E0;9,308920060E-3;-2,159336113E-3
3,915700000E0;9,528743134E-3;-1,659744842E-3
3,932355556E0;9,612425748E-3;-1,036007937E-3
3,949033333E0;9,528247713E-3;-1,110902773E-3
3,965677778E0;9,586069293E-3;-1,107272038E-3
3,982355556E0;9,712320280E-3;-1,117065906E-3
3,999011111E0;9,704956898E-3;-1,211749974E-3
4,015677778E0;9,669615730E-3;-1,113732023E-3
4,032355556E0;9,662122178E-3;-1,017590404E-3
4,049000000E0;9,719448723E-3;-1,010858521E-3
4,065677778E0;9,739199503E-3;-1,034799928E-3
4,082333333E0;9,737657314E-3;-1,044983035E-3
4,098988889E0;9,737508663E-3;-1,012837867E-3
4,115655556E0;9,745821615E-3;-9,301601836E-4
4,132322222E0;9,748693247E-3;-9,241601398E-4
4,148977778E0;9,755807818E-3;-9,303316752E-4
4,165655556E0;9,755289496E-3;-9,455361403E-4
4,182311111E0;9,760182168E-3;-9,183879092E-4
4,198966667E0;9,786217619E-3;-9,069463989E-4
4,215644444E0;9,779857299E-3;-9,247438770E-4
4,232300000E0;9,806518041E-3;-9,445097598E-4
4,248955556E0;9,810463087E-3;-8,891285078E-4
4,265611111E0;9,956604874E-3;-4,714439520E-4
4,282277778E0;1,002565152E-2;1,400016896E-4
4,298944444E0;1,001121502E-2;4,013134772E-4
4,315622222E0;9,988931898E-3;4,120831687E-4
4,332266667E0;1,003872280E-2;3,758395594E-4
4,348933333E0;1,005514957E-2;3,406410470E-4
4,365588889E0;1,005130595E-2;3,923012604E-4
4,382255556E0;1,003558367E-2;4,159563619E-4
4,398922222E0;1,004525219E-2;4,073434929E-4
4,415577778E0;1,005729228E-2;3,991962845E-4
4,432244444E0;1,007637900E-2;4,068918592E-4
4,448911111E0;1,009212233E-2;5,046723839E-4
4,465577778E0;1,006137868E-2;6,458070518E-4
4,482233333E0;1,006294495E-2;6,733166583E-4
4,498900000E0;1,008157792E-2;6,890605030E-4
4,515555556E0;1,011314858E-2;6,998284447E-4
4,532222222E0;1,015074954E-2;7,909184485E-4
4,548900000E0;1,016368949E-2;9,853798426E-4
4,565555556E0;1,020251012E-2;1,307288346E-3
4,582211111E0;1,014472255E-2;1,559950868E-3
4,598877778E0;1,014314202E-2;1,530502974E-3
4,615533333E0;1,014563888E-2;1,517376032E-3
4,632211111E0;1,017835427E-2;1,516309972E-3
4,648855556E0;1,021784469E-2;1,531705946E-3
4,665522222E0;1,019033704E-2;1,624438161E-3
4,682177778E0;1,019469961E-2;1,638316401E-3
4,698844444E0;1,022202200E-2;1,630848267E-3
4,715511111E0;1,023377028E-2;1,641250826E-3
4,732177778E0;1,024813203E-2;1,690298077E-3
4,748833333E0;1,025027350E-2;1,831018910E-3
4,765500000E0;1,024113992E-2;2,128433223E-3
4,782155556E0;1,016063835E-2;2,237868225E-3
4,798822222E0;1,012915545E-2;2,251344165E-3
4,815488889E0;1,015366145E-2;2,239771244E-3
4,832155556E0;1,022582616E-2;2,232931875E-3
4,848822222E0;1,024063893E-2;2,244992779E-3
4,865466667E0;1,021765247E-2;2,260457102E-3
4,882144444E0;1,021507533E-2;2,328824480E-3
4,898800000E0;1,023265453E-2;2,337578833E-3
4,915455556E0;1,024194978E-2;2,346358175E-3
4,932155556E0;1,024515091E-2;2,347748554E-3
4,948788889E0;1,024572429E-2;2,346211687E-3
4,965455556E0;1,024461732E-2;2,345775173E-3
4,982111111E0;1,024318741E-2;2,355312363E-3
4,998766667E0;1,024109450E-2;2,449715918E-3
5,015433333E0;1,024993124E-2;2,711415767E-3
5,032100000E0;1,022622221E-2;3,180049834E-3
5,048755556E0;1,014516241E-2;3,465521386E-3
5,065422222E0;1,013181559E-2;3,381855160E-3
5,082088889E0;1,014828021E-2;3,349423569E-3
5,098744444E0;1,020022352E-2;3,353083164E-3
5,115411111E0;1,018644443E-2;3,364713023E-3
5,132077778E0;1,016518690E-2;3,454950289E-3
5,148733333E0;1,017192744E-2;3,445198802E-3
5,165400000E0;1,010318218E-2;3,413294793E-3
5,182066667E0;1,011119724E-2;3,407542614E-3
5,198722222E0;1,016362628E-2;3,457991522E-3
5,215400000E0;1,015095899E-2;3,465122491E-3
5,232055556E0;1,014754443E-2;3,465136678E-3
5,248711111E0;1,015527325E-2;3,461252100E-3
5,265366667E0;1,013180942E-2;3,476922234E-3
5,282033333E0;1,020277979E-2;3,563636851E-3
5,298700000E0;1,017954108E-2;3,639499296E-3
5,315366667E0;1,005537046E-2;4,075140585E-3
5,332022222E0;9,989323624E-3;4,555360761E-3
5,348688889E0;9,976737987E-3;4,553639352E-3
5,365355556E0;9,957818813E-3;4,476236791E-3
5,382011111E0;1,003597218E-2;4,471664134E-3
5,398677778E0;1,006800114E-2;4,467295662E-3
5,415344444E0;1,003766720E-2;4,589380494E-3
5,432022222E0;9,955713064E-3;4,581966799E-3
5,448655556E0;9,916699003E-3;4,509808394E-3
5,465333333E0;9,928313601E-3;4,501831599E-3
5,481988889E0;1,001028526E-2;4,605731096E-3
5,498688889E0;9,965121140E-3;4,578672391E-3
5,515311111E0;9,943675802E-3;4,588629687E-3
5,531977778E0;9,952885032E-3;4,680671896E-3
5,548677778E0;9,944415005E-3;4,788600432E-3
5,565311111E0;9,949362247E-3;4,787213889E-3
5,581966667E0;9,949590935E-3;4,786803224E-3
5,598644444E0;9,959484348E-3;4,779511399E-3
5,615288889E0;9,945153900E-3;4,791258496E-3
5,631944444E0;1,001184723E-2;4,891722519E-3
5,648611111E0;1,001739362E-2;4,890390484E-3
5,665288889E0;1,003049627E-2;4,889099679E-3
5,681944444E0;1,001864214E-2;4,900457854E-3
5,698655556E0;9,990370976E-3;4,873109697E-3
5,715266667E0;9,952941373E-3;4,890107627E-3
5,731933333E0;9,948308861E-3;4,891771087E-3
5,748588889E0;9,948714915E-3;4,891050411E-3
5,765244444E0;9,939500305E-3;4,897740919E-3
5,781911111E0;9,934851155E-3;4,901180421E-3
5,798588889E0;9,927150954E-3;4,910454256E-3
5,815244444E0;9,937178589E-3;4,901779663E-3
5,831900000E0;1,000926628E-2;5,009235090E-3
5,848555556E0;9,985990634E-3;4,968348759E-3
5,865222222E0;9,941165500E-3;5,100255069E-3
5,881888889E0;9,753300326E-3;5,695093011E-3
5,898555556E0;9,656215626E-3;6,100653731E-3
5,915211111E0;9,756996013E-3;5,997917775E-3
5,931877778E0;9,738242336E-3;6,014200768E-3
5,948533333E0;9,802427137E-3;5,932226505E-3
5,965200000E0;9,777046558E-3;5,886848049E-3
5,981855556E0;9,770484297E-3;6,076528959E-3
5,998533333E0;9,703531460E-3;6,057676955E-3
6,015188889E0;9,741955932E-3;6,012885614E-3
6,031855556E0;9,791250613E-3;6,043170742E-3
6,048511111E0;9,742278000E-3;6,013371967E-3
6,065166667E0;9,701927926E-3;6,062004061E-3
6,081855556E0;9,716487193E-3;6,039277145E-3
6,098500000E0;9,732988420E-3;6,022742514E-3
6,115177778E0;9,740844649E-3;6,015786134E-3
6,131833333E0;9,773185668E-3;6,070160287E-3
6,148488889E0;9,753640419E-3;6,104714328E-3
6,165155556E0;9,738623645E-3;6,117042979E-3
6,181822222E0;9,738975502E-3;6,117351165E-3
6,198477778E0;9,731340100E-3;6,128038657E-3
6,215144444E0;9,706609389E-3;6,158836251E-3
6,231811111E0;9,719709126E-3;6,141597684E-3
6,248466667E0;9,719485709E-3;6,140398425E-3
6,265122222E0;9,695852590E-3;6,164486887E-3
6,281788889E0;9,707379126E-3;6,156688223E-3
6,298455556E0;9,754647300E-3;6,195866698E-3
6,315122222E0;9,558721718E-3;6,311517721E-3
6,331777778E0;9,206722326E-3;6,853475634E-3
6,348455556E0;9,029335965E-3;7,046193723E-3
6,365100000E0;9,068332764E-3;6,923106255E-3
6,381755556E0;9,113148007E-3;6,937778506E-3
6,398422222E0;9,215381068E-3;6,926846167E-3
6,415088889E0;9,217756960E-3;6,942966328E-3
6,431755556E0;9,089715574E-3;7,046587670E-3
6,448433333E0;9,066855162E-3;6,993379877E-3
6,465077778E0;9,111264696E-3;6,951454360E-3
6,481744444E0;9,148957997E-3;6,985680141E-3
6,498411111E0;9,124311803E-3;7,025038673E-3
6,515066667E0;9,071088611E-3;7,028564153E-3
6,531733333E0;9,037114680E-3;7,037127214E-3
6,548388889E0;9,057571707E-3;7,027335260E-3
6,565100000E0;9,080375748E-3;7,074452786E-3
6,581722222E0;9,083759432E-3;7,080982880E-3
6,598377778E0;9,032302773E-3;7,048138258E-3
6,615044444E0;9,019978575E-3;7,061199570E-3
6,631711111E0;9,032218504E-3;7,049304461E-3
6,648366667E0;9,099909596E-3;7,136912297E-3
6,665022222E0;9,089662068E-3;7,140586777E-3
6,681688889E0;9,050729918E-3;7,134297963E-3
6,698355556E0;8,841327617E-3;7,344219434E-3
6,715022222E0;8,751856592E-3;7,444508240E-3
6,731688889E0;8,728350870E-3;7,455902604E-3
6,748344444E0;8,691414237E-3;7,463543469E-3
6,765011111E0;8,758746808E-3;7,418535969E-3
6,781666667E0;8,754012673E-3;7,432219473E-3
6,798333333E0;8,747065647E-3;7,455413476E-3
6,814988889E0;8,737535536E-3;7,450884043E-3
6,831655556E0;8,725430689E-3;7,444764058E-3
6,848311111E0;8,744407250E-3;7,451639028E-3
6,864977778E0;8,759659066E-3;7,462852949E-3
6,881644444E0;8,757720047E-3;7,470286228E-3
6,898300000E0;8,749778954E-3;7,474115682E-3
6,914977778E0;8,748499016E-3;7,465261869E-3
6,931633333E0;8,750035389E-3;7,463984949E-3
6,948300000E0;8,759501057E-3;7,479046404E-3
6,964955556E0;8,765867126E-3;7,499072752E-3
6,981611111E0;8,674907731E-3;7,550611570E-3
6,998277778E0;8,655712941E-3;7,551687959E-3
7,014977778E0;8,657255665E-3;7,558098797E-3
7,031622222E0;8,668759494E-3;7,564235375E-3
7,048277778E0;8,665134517E-3;7,565714973E-3
7,064944444E0;8,657674021E-3;7,568506267E-3
7,081622222E0;8,653387261E-3;7,568940688E-3
7,098255556E0;8,665555386E-3;7,606089284E-3
7,114922222E0;8,336833058E-3;8,047135184E-3
7,131588889E0;7,974981138E-3;8,503263080E-3
7,148244444E0;7,973614131E-3;8,496377027E-3
7,164922222E0;7,965930564E-3;8,466570302E-3
7,181633333E0;7,984816991E-3;8,428844859E-3
7,198244444E0;8,149129613E-3;8,400879875E-3
7,214911111E0;8,068914554E-3;8,486219818E-3
7,231555556E0;8,032075295E-3;8,481563606E-3
7,248222222E0;8,016703520E-3;8,466024132E-3
7,264900000E0;8,036659132E-3;8,473475083E-3
7,281555556E0;8,074776027E-3;8,496611774E-3
7,298222222E0;8,021810975E-3;8,531022384E-3
7,314888889E0;7,976863000E-3;8,570861982E-3
7,331533333E0;7,944871148E-3;8,568099498E-3
7,348200000E0;7,947474014E-3;8,575722765E-3
7,364855556E0;7,964859842E-3;8,592539721E-3
7,381522222E0;7,955492739E-3;8,593621761E-3
7,398200000E0;7,944645896E-3;8,589696628E-3
7,414844444E0;7,961012896E-3;8,611236625E-3
7,431511111E0;7,919489510E-3;8,640205779E-3
7,448166667E0;7,918065629E-3;8,661158267E-3
7,464833333E0;7,913675867E-3;8,668405792E-3
7,481500000E0;7,836529629E-3;8,765250054E-3
7,498166667E0;7,909546895E-3;8,783172953E-3
7,514822222E0;7,936139105E-3;8,792401632E-3
7,531500000E0;7,931204267E-3;8,781869458E-3
7,548144444E0;7,923076654E-3;8,779669692E-3
7,564811111E0;7,922158357E-3;8,789991192E-3
7,581477778E0;7,936322499E-3;8,807559517E-3
7,598144444E0;7,938070591E-3;8,806475558E-3
7,614800000E0;7,935059989E-3;8,793485486E-3
7,631500000E0;7,930996234E-3;8,799110970E-3
7,648133333E0;7,926355518E-3;8,809914029E-3
7,664788889E0;7,928518967E-3;8,809974693E-3
7,681444444E0;7,931788961E-3;8,794008068E-3
7,698144444E0;7,926753067E-3;8,802855432E-3
7,714777778E0;7,930186889E-3;8,809309172E-3
7,731433333E0;7,926564859E-3;8,811757462E-3
7,748100000E0;7,928108355E-3;8,807334456E-3
7,764766667E0;7,928449093E-3;8,799793322E-3
7,781422222E0;7,933729510E-3;8,815512295E-3
7,798088889E0;7,936463961E-3;8,822294093E-3
7,814744444E0;7,889844829E-3;8,846765025E-3
7,831411111E0;7,894682689E-3;8,869888768E-3
7,848077778E0;7,913059291E-3;8,872883082E-3
7,864733333E0;7,921082398E-3;8,876374187E-3
7,881400000E0;7,924473181E-3;8,879546153E-3
7,898066667E0;7,926523348E-3;8,886514900E-3
7,914722222E0;7,926885033E-3;8,887517029E-3
7,931388889E0;7,926265031E-3;8,887588931E-3
7,948055556E0;7,928125330E-3;8,886550514E-3
7,964711111E0;7,924516756E-3;8,889480460E-3
7,981377778E0;7,926775982E-3;8,891153375E-3
7,998044444E0;7,922968331E-3;8,891492620E-3
8,014700000E0;7,824338962E-3;8,982276440E-3
8,031366667E0;7,828069146E-3;9,015703721E-3
8,048022222E0;7,302833351E-3;9,564472236E-3
8,064688889E0;6,816029798E-3;1,003186166E-2
8,081377778E0;6,756711325E-3;1,007695823E-2
8,098022222E0;6,804743159E-3;9,940969501E-3
8,114677778E0;6,840366571E-3;9,946176052E-3
8,131333333E0;7,012166740E-3;9,991328466E-3
8,148011111E0;7,012714353E-3;1,009592373E-2
8,164666667E0;6,870349529E-3;1,011386725E-2
8,181322222E0;6,813849550E-3;1,000664630E-2
8,197988889E0;6,798147787E-3;9,978739772E-3
8,214655556E0;6,814305241E-3;1,007794143E-2
8,231311111E0;6,893923203E-3;1,011279357E-2
8,247977778E0;6,912478863E-3;1,010629800E-2
8,264644444E0;6,864847219E-3;1,009328233E-2
8,281300000E0;6,813425119E-3;1,009950517E-2
8,298011111E0;6,805758997E-3;1,011374286E-2
8,314622222E0;6,807919812E-3;1,013488257E-2
8,331311111E0;6,821867380E-3;1,011737071E-2
8,347955556E0;6,819103760E-3;1,011329127E-2
8,364611111E0;6,804082073E-3;1,012651270E-2
8,381277778E0;6,788442342E-3;1,013987107E-2
8,397944444E0;6,792248139E-3;1,011853883E-2
8,414600000E0;6,802995588E-3;1,011519854E-2
8,431266667E0;6,806355020E-3;1,012097952E-2
8,447933333E0;6,806435139E-3;1,012783300E-2
8,464588889E0;6,796870654E-3;1,012838386E-2
8,481288889E0;6,799452575E-3;1,012493261E-2
8,497911111E0;6,799100889E-3;1,013094851E-2
8,514600000E0;6,747836332E-3;1,019830015E-2
8,531244444E0;6,633434611E-3;1,031961111E-2
8,547900000E0;6,607558961E-3;1,034176371E-2
8,564577778E0;6,607983177E-3;1,032289337E-2
8,581222222E0;6,595288611E-3;1,032144664E-2
8,597900000E0;6,596661818E-3;1,032586874E-2
8,614566667E0;6,605543125E-3;1,033331976E-2
8,631211111E0;6,591450951E-3;1,033385830E-2
8,647877778E0;6,592668662E-3;1,032515216E-2
8,664555556E0;6,594239892E-3;1,032922017E-2
8,681200000E0;6,596329456E-3;1,033221690E-2
8,697866667E0;6,596394765E-3;1,033116527E-2
8,714533333E0;6,593536665E-3;1,033172779E-2
8,731200000E0;6,589709310E-3;1,033955627E-2
8,747844444E0;6,592916349E-3;1,033135586E-2
8,764511111E0;6,319817785E-3;1,060254811E-2
8,781166667E0;6,093239505E-3;1,073948100E-2
8,797855556E0;6,111361416E-3;1,072621358E-2
8,814500000E0;6,106681131E-3;1,069697361E-2
8,831166667E0;6,188240576E-3;1,067950705E-2
8,847833333E0;6,207840839E-3;1,072376060E-2
8,864488889E0;6,166304459E-3;1,073885610E-2
8,881155556E0;6,102584551E-3;1,073330604E-2
8,897822222E0;6,093145782E-3;1,072473835E-2
8,914477778E0;6,125595191E-3;1,073309340E-2
8,931144444E0;6,171664226E-3;1,073134930E-2
8,947811111E0;6,127604922E-3;1,073755408E-2
8,964466667E0;6,086990642E-3;1,073272616E-2
8,981122222E0;6,086241898E-3;1,073515222E-2
8,997800000E0;6,101196757E-3;1,074498060E-2
9,014466667E0;6,097262608E-3;1,073803713E-2
9,031111111E0;6,091143506E-3;1,073432322E-2
9,047777778E0;6,085776439E-3;1,073666181E-2
9,064455556E0;6,081747062E-3;1,073867317E-2
9,081111111E0;6,084013581E-3;1,073981955E-2
9,097766667E0;6,086566827E-3;1,073548679E-2
9,114433333E0;6,084819428E-3;1,073333526E-2
9,131088889E0;6,085750312E-3;1,074494111E-2
9,147755556E0;6,091737574E-3;1,076131889E-2
9,164422222E0;6,090056744E-3;1,074530476E-2
9,181077778E0;6,086566623E-3;1,074176475E-2
9,197755556E0;6,086928592E-3;1,073957585E-2
9,214400000E0;6,081262285E-3;1,073943965E-2
9,231077778E0;6,090583508E-3;1,073596277E-2
9,247722222E0;6,085422363E-3;1,073428984E-2
9,264411111E0;6,083662205E-3;1,073342325E-2
9,281055556E0;6,082244548E-3;1,073616580E-2
9,297722222E0;6,084563670E-3;1,073728304E-2
9,314388889E0;6,086091928E-3;1,074506884E-2
9,331088889E0;6,086680350E-3;1,073847898E-2
9,347711111E0;6,084476018E-3;1,073968771E-2
9,364366667E0;6,082919270E-3;1,074851669E-2
9,381033333E0;5,868642117E-3;1,094333658E-2
9,397711111E0;5,226175923E-3;1,132481536E-2
9,414355556E0;5,065806553E-3;1,143012328E-2
9,431022222E0;5,167726343E-3;1,135711635E-2
9,447733333E0;5,183305610E-3;1,133754130E-2
9,464344444E0;5,285514448E-3;1,133569509E-2
9,481011111E0;5,294503366E-3;1,134259637E-2
9,497666667E0;5,166371339E-3;1,138780221E-2
9,514333333E0;5,130775690E-3;1,140332225E-2
9,531044444E0;5,174912586E-3;1,142014541E-2
9,547655556E0;5,233143444E-3;1,140373675E-2
