

1,190067778E1;-1,456073417E2;-1,090245411E2
1,221726667E1;-1,439368942E2;-1,112518045E2
1,223394444E1;-1,439368942E2;-1,112518045E2
1,225060000E1;-1,439625371E2;-1,112515875E2
1,226725556E1;-1,439674657E2;-1,112565875E2
1,228392222E1;-1,439575675E2;-1,112729390E2
1,230058889E1;-1,439153384E2;-1,112838331E2
1,231724444E1;-1,439245141E2;-1,112832341E2
1,233394444E1;-1,439091247E2;-1,112866845E2
1,235056667E1;-1,439224143E2;-1,112856652E2
1,236723333E1;-1,439291251E2;-1,112797468E2
1,238390000E1;-1,439209948E2;-1,112862606E2
1,240057778E1;-1,438934351E2;-1,113386134E2
1,241723333E1;-1,439020075E2;-1,113140480E2
1,243390000E1;-1,438968490E2;-1,113051154E2
1,245054444E1;-1,436906659E2;-1,114743199E2
1,246721111E1;-1,437274000E2;-1,116687741E2
1,248387778E1;-1,438439187E2;-1,114821689E2
1,250053333E1;-1,438802078E2;-1,114052017E2
1,251721111E1;-1,438829888E2;-1,113873154E2
1,253385556E1;-1,438976738E2;-1,113462910E2
1,255053333E1;-1,439173585E2;-1,113359267E2
1,256721111E1;-1,439175424E2;-1,113128855E2
1,258384444E1;-1,439311427E2;-1,113051147E2
1,260052222E1;-1,438238586E2;-1,114283114E2
1,261717778E1;-1,438840367E2;-1,113518484E2
1,263383333E1;-1,439182620E2;-1,113290555E2
1,265050000E1;-1,439150118E2;-1,113463463E2
1,266716667E1;-1,436483193E2;-1,119834409E2
1,268382222E1;-1,429103714E2;-1,125007236E2
1,270048889E1;-1,426865766E2;-1,131677392E2
1,271715556E1;-1,420442603E2;-1,139800088E2
1,273382222E1;-1,420634733E2;-1,141223698E2
1,275047778E1;-1,420369708E2;-1,141770238E2
1,276714444E1;-1,420025321E2;-1,142061993E2
1,278387778E1;-1,419795207E2;-1,142257528E2
1,280047778E1;-1,419644179E2;-1,142244754E2
1,281712222E1;-1,419418300E2;-1,142208936E2
1,283378889E1;-1,419422445E2;-1,142398432E2
1,285047778E1;-1,419162052E2;-1,142625227E2
1,286711111E1;-1,419465893E2;-1,142649221E2
1,288378889E1;-1,419129554E2;-1,142517775E2
1,290045556E1;-1,419003160E2;-1,143230247E2
1,291710000E1;-1,419025416E2;-1,143087359E2
1,293376667E1;-1,419021291E2;-1,142883796E2
1,295042222E1;-1,419450452E2;-1,142769017E2
1,296710000E1;-1,419397304E2;-1,142742332E2
1,298375556E1;-1,419062858E2;-1,143311660E2
1,300042222E1;-1,419476161E2;-1,143309370E2
1,301707778E1;-1,419367303E2;-1,142953541E2
1,303374444E1;-1,419430078E2;-1,142900639E2
1,305041111E1;-1,419475835E2;-1,142951075E2
1,306706667E1;-1,409169019E2;-1,154821733E2
1,308372222E1;-1,398994402E2;-1,163420668E2
1,310042222E1;-1,399565080E2;-1,164336887E2
1,311704444E1;-1,399542578E2;-1,163820497E2
1,313373333E1;-1,399239526E2;-1,163164920E2
1,315037778E1;-1,399347183E2;-1,163020053E2
1,316704444E1;-1,399185706E2;-1,163251836E2
1,318370000E1;-1,399339299E2;-1,162983042E2
1,320036667E1;-1,399272006E2;-1,162934329E2
1,321702222E1;-1,399353728E2;-1,162787842E2
1,323367778E1;-1,399321204E2;-1,162870223E2
1,325035556E1;-1,398853089E2;-1,163180746E2
1,326702222E1;-1,398927139E2;-1,163085470E2
1,328368889E1;-1,399165379E2;-1,162876765E2
1,330034444E1;-1,399305634E2;-1,162840391E2
1,331700000E1;-1,399038521E2;-1,163204585E2
1,333367778E1;-1,399218350E2;-1,162932619E2
1,335033333E1;-1,397335761E2;-1,165695376E2
1,336700000E1;-1,396796789E2;-1,170365110E2
1,338365556E1;-1,390188903E2;-1,172989303E2
1,340033333E1;-1,390306334E2;-1,172762444E2
1,341697778E1;-1,390045431E2;-1,172779715E2
1,343364444E1;-1,390103931E2;-1,172773681E2
1,345030000E1;-1,389809076E2;-1,172943009E2
1,346696667E1;-1,389655439E2;-1,172753801E2
1,348363333E1;-1,389634668E2;-1,172646579E2
1,350030000E1;-1,389525035E2;-1,172673139E2
1,351695556E1;-1,378119200E2;-1,199381316E2
1,353362222E1;-1,377005568E2;-1,206063106E2
1,355027778E1;-1,376230388E2;-1,206585947E2
1,356694444E1;-1,376164867E2;-1,206359320E2
1,358360000E1;-1,376177067E2;-1,206577314E2
1,360027778E1;-1,376294231E2;-1,206561067E2
1,361692222E1;-1,374556963E2;-1,210523300E2
1,363357778E1;-1,368724052E2;-1,214965543E2
1,365025556E1;-1,366954358E2;-1,215414901E2
1,366692222E1;-1,366914012E2;-1,215795458E2
1,368358889E1;-1,366939286E2;-1,215913058E2
1,370025556E1;-1,366947205E2;-1,215935819E2
1,371690000E1;-1,367036462E2;-1,216214897E2
1,373356667E1;-1,365817866E2;-1,217379870E2
1,375023333E1;-1,360536556E2;-1,224254652E2
1,376688889E1;-1,358310019E2;-1,224005538E2
1,378355556E1;-1,358575823E2;-1,225117452E2
1,380022222E1;-1,358094167E2;-1,225522910E2
1,381687778E1;-1,357787668E2;-1,225686310E2
1,383356667E1;-1,357585515E2;-1,225923966E2
1,385021111E1;-1,356974997E2;-1,225923163E2
1,386686667E1;-1,357105067E2;-1,226046823E2
1,388352222E1;-1,357006822E2;-1,226097948E2
1,390018889E1;-1,357347354E2;-1,226244368E2
1,391687778E1;-1,357394671E2;-1,226272533E2
1,393352222E1;-1,356995176E2;-1,226559262E2
1,395017778E1;-1,357007061E2;-1,226593219E2
1,396684444E1;-1,357112819E2;-1,226553490E2
1,398351111E1;-1,357035001E2;-1,226573865E2
1,400020000E1;-1,356317462E2;-1,226782184E2
1,401684444E1;-1,356595904E2;-1,226499256E2
1,403348889E1;-1,356743077E2;-1,226474798E2
1,405015556E1;-1,356564296E2;-1,226998784E2
1,406683333E1;-1,356827622E2;-1,226642153E2
1,408347778E1;-1,356927732E2;-1,226636542E2
1,410015556E1;-1,356959923E2;-1,226483995E2
1,411683333E1;-1,350425890E2;-1,233789585E2
1,413347778E1;-1,338114537E2;-1,244430339E2
1,415014444E1;-1,335931409E2;-1,245763313E2
1,416680000E1;-1,336279484E2;-1,247124652E2
1,418346667E1;-1,336202252E2;-1,246801543E2
1,420012222E1;-1,336435991E2;-1,246667942E2
1,421677778E1;-1,336583060E2;-1,246443507E2
1,423350000E1;-1,336765569E2;-1,246226133E2
1,425011111E1;-1,336762310E2;-1,246374904E2
1,426677778E1;-1,336656875E2;-1,247306501E2
1,428344444E1;-1,335603477E2;-1,247436628E2
1,430010000E1;-1,336142617E2;-1,247097762E2
1,431676667E1;-1,335918162E2;-1,247189227E2
1,433344444E1;-1,336332942E2;-1,247013482E2
1,435008889E1;-1,336575388E2;-1,247037096E2
1,436678889E1;-1,336682365E2;-1,246782280E2
1,438342222E1;-1,336567599E2;-1,246551621E2
1,440006667E1;-1,336618933E2;-1,246474255E2
1,441674444E1;-1,336487426E2;-1,247220807E2
1,443338889E1;-1,336599237E2;-1,246957806E2
1,445006667E1;-1,336636567E2;-1,246966481E2
1,446672222E1;-1,336486178E2;-1,246911063E2
1,448338889E1;-1,336505621E2;-1,246749732E2
1,450006667E1;-1,336732475E2;-1,246469140E2
1,451671111E1;-1,337111387E2;-1,246695127E2
1,453336667E1;-1,336113770E2;-1,246738968E2
1,455003333E1;-1,336813585E2;-1,246374503E2
1,456672222E1;-1,336862808E2;-1,246679407E2
1,458336667E1;-1,337041912E2;-1,246536667E2
1,460003333E1;-1,336964922E2;-1,246447746E2
1,461668889E1;-1,336107574E2;-1,246723011E2
1,463334444E1;-1,329503110E2;-1,254143656E2
1,465001111E1;-1,317365069E2;-1,265148141E2
1,466667778E1;-1,316044868E2;-1,269546326E2
1,468335556E1;-1,315492359E2;-1,268019426E2
1,469998889E1;-1,315969606E2;-1,267172411E2
1,471665556E1;-1,316358202E2;-1,267406838E2
1,473333333E1;-1,315651388E2;-1,267223189E2
1,474997778E1;-1,316410943E2;-1,266965296E2
1,476665556E1;-1,316542581E2;-1,266991188E2
1,478331111E1;-1,316642476E2;-1,266554235E2
1,479996667E1;-1,316779818E2;-1,266580310E2
1,481665556E1;-1,316848823E2;-1,266531737E2
1,483330000E1;-1,316897744E2;-1,266557596E2
1,484995556E1;-1,316886870E2;-1,266408420E2
1,486662222E1;-1,316931845E2;-1,266305824E2
1,488330000E1;-1,316938961E2;-1,266369164E2
1,489996667E1;-1,316760724E2;-1,266207087E2
1,491662222E1;-1,316746550E2;-1,266284178E2
1,493327778E1;-1,316776943E2;-1,266251511E2
1,494993333E1;-1,316916086E2;-1,266355379E2
